"Lon","Lat"
-13.7887197013295,-57.8454603085232
83.9419005413258,-64.5579150568631
59.5420086637789,9.02088302486274
159.699764956971,-51.8807062337112
-65.4480130250847,45.192864414497
-150.633942208002,-55.8950560649794
2.51440031199693,47.3682409508217
16.2481725469881,49.2346962850604
-140.070000898773,23.7246869627449
-143.599417063156,-36.0807576512855
5.57168767533242,-57.6393160752889
133.58043326742,-76.9944412603911
111.177172919055,-11.5952933316987
142.095401582559,-12.1970444096189
29.5040141951942,-11.9712582759496
40.0786110826486,71.6567892191995
-108.260241749445,65.9764759924326
5.09042871861695,79.5378854528132
36.8561756678575,61.7912996217671
-43.7120495668894,-65.9350615803089
53.9029206123853,75.0276471005816
72.459092342546,26.9192144956503
-45.5220138493276,62.1730306448478
113.706535917958,68.305989567383
-46.3549740265405,-37.2287672914502
-27.357372802431,-28.1465199420166
-158.895299949432,-18.1719429342013
-111.214059211994,51.3896973367843
-73.2515974833912,77.0801650110695
165.721041809087,-75.8264503784415
7.7993174989426,-49.6132824866038
-6.82602939450205,73.6688670871842
-39.5526577743983,-72.6951491756302
8.65915760143637,57.1492833348054
96.1901370131129,-14.2286097833824
-34.0316541425234,-76.9356608593774
121.339085127478,29.1219012003455
176.117884849449,-53.8860927864846
103.972826644098,39.1355635674733
-118.594682526523,-47.1087099302497
-154.895254757935,48.031113537221
-156.331964174966,-86.7410615988013
-92.4104923407829,6.17579657417419
94.9143373381996,87.6371135918486
-150.738048965791,-44.0127752458614
-176.413384371186,32.8763749433744
-14.11703700454,-89.0131117792737
-84.9705464418328,-61.8425216263097
131.305441919034,87.8252163233298
-43.3842863912976,20.8451692044798
1.29639243452786,55.6679490424755
-118.452419501478,3.1762031495634
-62.5971981722212,-2.37921460698661
-41.5982667754686,3.58483848926309
150.518069721078,-56.181783119024
123.749448570674,72.6943899581272
-106.516121172095,34.5905234694544
0.133189211850753,58.3064271539513
142.193186289882,-10.6724854808238
-160.559018126438,19.7214640241179
-45.0729443344569,-68.5878627298337
42.7115226884091,57.9465177033159
141.82921144857,-14.4311657238689
-153.733618783513,51.2000567775283
-116.543670215393,-89.984404874773
78.6793856669867,46.7409224279288
32.9007794496322,-67.4189553705912
-143.224483637819,-19.0156498428371
31.69011856175,-58.925328554393
-27.1878545104808,-39.3364299105417
95.5516466286683,15.8722956461895
88.5693207078332,88.0802962446648
-38.8919083240724,-79.3216051364255
112.361679754471,-37.3850367700618
